customer_id,customer_name,email,country,signup_date,customer_segment,lifetime_value
5237,Shane Phillips,karenmarquez@example.org,Brazil,2020-04-10,Standard,75.55
5238,Carrie Smith,williamwright@example.com,India,2021-02-14,Premium,53.26
5239,Marc Reed,daysergio@example.net,United States,2023-01-02,Premium,41.38
5240,Frederick Vargas,jacobfitzpatrick@example.com,United States,2020-10-08,Standard,59.30
5241,Randy Bryant,dennisanderson@example.com,Australia,2022-11-25,Premium,126.19
5242,Mary Boyd DVM,michael50@example.org,United Kingdom,2023-09-25,Standard,113.11
5243,Jessica Johnson,christopherwalls@example.com,Brazil,2020-05-01,Standard,34.45
5244,Michelle Ferguson,olopez@example.net,India,2022-12-28,Basic,43.30
5245,Michael Holt,gregory04@example.com,Canada,2023-04-13,Basic,192.62
5246,Paul Brown,miguelshaw@example.net,India,2021-07-14,Standard,27.76
5247,Cassandra Peterson,ujohnston@example.org,Netherlands,2020-08-27,Standard,24.54
5248,Brad Barnes,deannabrown@example.com,India,2020-05-17,Basic,85.90
5249,Jill Chavez,svargas@example.com,Canada,2026-04-20,Premium,86.17
5250,Cindy Perry,meyerkathleen@example.net,Japan,2021-03-20,Standard,98.77
5251,Donna Walsh,marksmolly@example.com,Netherlands,2021-01-27,Standard,47.27
5251,Anthony Stone,hoganroberto@example.net,United Kingdom,2024-07-29,Standard,15.32
5252,Nicole Thompson,janetbrown@example.net,Germany,2024-05-14,Basic,29.02
5253,Daniel Freeman,susan01@example.net,Netherlands,2025-11-06,Standard,125.50
5254,Rachael Gray,rtaylor@example.org,France,2020-11-19,Basic,27.03
5255,Laura Zimmerman,kelly99@example.com,Germany,2026-06-06,Standard,26.61
5256,Nathan Martinez,lisabauer@example.org,Netherlands,2025-05-14,Basic,41.95
5257,Mary Carlson,davisjonathan@example.net,Canada,2022-11-23,Standard,33.13
5258,Kevin Rodriguez PhD,fwhite@example.com,Germany,2022-05-18,Standard,36.98
5259,Rachel Ritter,cunninghamraymond@example.org,United Kingdom,2021-12-06,Basic,74.62
5260,Todd Robertson,beckalan@example.net,Germany,2021-06-15,Premium,15.41
5261,Karen Nunez,rmccullough@example.org,Brazil,2024-09-04,Standard,40.99
5262,Matthew Harvey,nancy96@example.com,United States,2024-07-07,Standard,23.32
5263,Caleb Marshall,melissadodson@example.com,Brazil,2021-04-14,Standard,52.43
5264,Cynthia Hall,caleb34@example.org,France,2024-02-06,Standard,55.49
5265,Kathleen Lewis,rford@example.com,Australia,2025-03-30,Standard,110.57
5266,Karen Williams,paulwhitaker@example.com,United States,2021-01-23,Premium,135.41
5267,Brandon Smith,smithjeanne@example.net,France,2023-04-09,Basic,41.77
5268,Jordan Sosa,rjones@example.net,United Kingdom,2023-10-07,Standard,76.74
5269,Karen Baker,qmiller@example.net,United States,2023-05-22,Basic,59.28
5270,Kathleen Barnett,tlong@example.com,Netherlands,2023-10-07,Standard,65.04
5271,Paul Jackson,vhernandez@example.org,Germany,2020-09-23,Basic,41.73
5272,Rachel Moss,michealhenderson@example.net,Netherlands,2024-06-02,Premium,65.13
5273,Sarah Armstrong,ericsherman@example.com,United Kingdom,2021-12-17,Standard,25.55
5274,Stacy Burns,nicolenguyen@example.com,United States,2023-06-09,Standard,33.52
5275,Mary Thompson,jessica78@example.org,Brazil,2025-09-20,Standard,217.28
5276,Debra Barber,deniseevans@example.com,Japan,2023-04-30,Premium,95.97
5277,Margaret Lawson,whitenicholas@example.com,France,2021-05-22,Standard,135.03
5278,Jennifer Valencia,psantiago@example.org,United States,2025-11-10,Premium,42.72
5279,Kevin Gill,scook@example.com,India,2024-03-19,Standard,125.68
5280,Jennifer Duarte,bryce95@example.com,Canada,2020-06-16,Standard,49.34
5281,Bailey Ewing,pearsonjames@example.org,India,2020-02-17,Standard,40.63
5282,Joel Figueroa,erika64@example.org,Australia,2022-07-10,Standard,75.50
5283,Dan Valdez,pittsmary@example.net,Australia,2026-06-18,Standard,46.30
5284,Wendy Welch,morganwatts@example.com,Netherlands,2024-10-25,Standard,125.11
5285,Stacie Cannon,kdiaz@example.com,United Kingdom,2020-02-07,Basic,64.43
5286,Michael Cook,beverly86@example.com,United States,2025-06-14,Premium,41.57
5287,Christopher Matthews,zachary90@example.com,Japan,2023-12-10,Premium,86.43
5288,Michael White,mlynch@example.org,United States,2023-06-26,Basic,68.34
5289,Claire Dominguez,qsmith@example.org,France,2020-11-18,Standard,31.83
5290,Kaitlin Green,lewisdavid@example.net,India,2021-06-29,Standard,38.32
5291,Donna Ward,moorejohn@example.net,India,2020-12-03,Premium,42.26
5292,Andrea Adams,imiller@example.net,France,2021-06-16,Standard,13.22
5293,Kaitlyn Estrada,bryan95@example.com,United Kingdom,2022-09-20,Standard,30.97
5294,Jacob Andrade,matthew92@example.org,Netherlands,2020-01-28,Premium,50.82
5295,Michael Saunders,angela06@example.org,United States,2024-06-21,Basic,66.71
5296,Charles Nash,charlenewalker@example.org,Canada,2024-11-04,Premium,45.58
5297,Taylor Banks,ugarcia@example.org,Canada,2022-01-30,Standard,39.11
5298,Sarah Porter,todd26@example.net,United States,2024-04-21,Basic,42.53
5299,Michael Prince,xhill@example.com,United States,2023-06-11,Basic,94.74
5300,Dr. Molly Williams DDS,curtissmith@example.org,Netherlands,2021-12-08,Standard,64.28
5301,Teresa Christensen,vstewart@example.com,Brazil,2022-07-18,Standard,69.41
5302,Aaron Conway,amy05@example.net,Netherlands,2021-12-12,Standard,39.82
5303,Jeffrey Chapman,ftucker@example.com,Germany,2021-02-25,Standard,40.10
5304,Jessica Lee,xschmidt@example.net,Brazil,2021-12-24,Basic,32.28
5305,Dana Robinson,sfloyd@example.com,Germany,2020-04-22,Standard,56.46
5306,Valerie Gonzalez,lisa74@example.net,India,2022-07-04,Basic,90.03
5307,Tara Jordan,jray@example.org,Germany,2022-06-16,Standard,73.06
5308,Christopher Washington,waynejensen@example.org,Australia,2026-01-10,Standard,79.31
5309,Erik Morris,andreafowler@example.org,United States,2021-04-25,Standard,191.24
5310,April Kennedy,dariusroberts@example.com,Japan,2025-09-29,Standard,91.88
5311,Carla Jones,ejohnson@example.net,Japan,2020-10-30,Standard,157.49
5312,Jennifer Smith,stefanie77@example.org,France,2025-06-11,Standard,78.71
5313,Edward Rowland,beverly98@example.org,Netherlands,2024-10-27,Standard,21.99
5314,Joseph Bell,pauldiaz@example.net,France,2024-08-21,Premium,51.27
5315,Melanie Leach,gdrake@example.net,India,2026-03-14,Premium,76.62
5316,Dawn Baker,shawn31@example.net,Netherlands,2021-04-06,Standard,210.87
5317,Erica Morgan,bbrown@example.org,United States,2023-05-08,Basic,74.41
5318,Christopher Thomas,tim74@example.org,France,2023-04-15,Standard,26.76
5319,Angel Vincent,zachary75@example.com,Australia,2025-09-29,Basic,56.21
5320,James Watkins,reillykatelyn@example.net,Japan,2024-10-21,Basic,29.06
5321,Richard Hull,davidlopez@example.net,Netherlands,2022-07-08,Premium,26.60
5322,Jessica James,bridget54@example.com,Brazil,2023-05-10,Standard,48.39
5323,Destiny Frost,justin59@example.org,Netherlands,2023-05-12,Standard,56.71
5324,David Pace,riley71@example.org,Germany,2023-11-22,Standard,61.39
5325,Jacob Moody,hamptonkathryn@example.com,France,2020-04-11,Standard,24.06
5326,Alicia Foster,cheyenne75@example.net,India,2022-05-21,Standard,57.58
5327,Sydney Fox,williamcross@example.org,Canada,2024-12-15,Basic,155.71
5328,Matthew Arnold,ugallagher@example.net,France,2025-06-07,Standard,41.06
5329,Kevin Harrison,djoyce@example.com,United States,2022-09-27,Standard,30.47
5330,Jeffrey Cruz,biancahess@example.net,Australia,2024-06-22,Basic,24.06
5331,Erika Rogers,carrolldiane@example.com,Germany,2023-01-12,Standard,145.09
5332,Diamond Cox,gibbskaren@example.net,France,2023-03-11,Standard,31.59
5333,Leonard Dudley,wallacedonald@example.com,United States,2023-03-14,Standard,80.02
5334,Michelle Norris,parksandre@example.com,United Kingdom,2025-11-25,Basic,103.70
5335,Dylan Young,richardhernandez@example.net,Brazil,2024-05-19,Standard,42.32
5336,Mr. Jeremy Harris MD,christine15@example.com,France,2022-11-07,Premium,46.84
5337,Brandon Suarez,zmartin@example.net,India,2020-07-21,Premium,42.25
5338,Adrienne Murphy,glambert@example.net,Canada,2021-10-13,Standard,85.42
5339,James Montgomery,kathy80@example.com,Japan,2021-10-23,Basic,47.27
5340,Theresa Johnson,hthomas@example.org,Australia,2026-06-15,Basic,60.34
5341,Colton Williams,byang@example.com,Netherlands,2021-07-31,Basic,45.79
5342,Emily Kelley,ewest@example.org,Germany,2023-03-27,Standard,44.91
5343,Kelly Cook,lharrington@example.com,United States,2020-03-17,Basic,90.54
5344,William Hardy,jcarroll@example.org,United Kingdom,2024-06-04,Standard,47.27
5345,Aaron Mercado,kylewalker@example.org,Japan,2024-08-15,Standard,63.67
5346,Daniel Russell,ashleypoole@example.net,Japan,2022-11-03,Standard,25.97
5347,Pamela Hickman,frances83@example.com,India,2024-12-02,Standard,150.71
5348,George Gutierrez,mramos@example.net,United Kingdom,2023-06-13,Standard,47.97
5349,Joann Sanchez,xwells@example.com,Germany,2024-11-01,Basic,35.58
5350,Maureen Ramos,kelly05@example.net,Canada,2020-04-07,Standard,21.19
5351,Michael Pratt,michaelsmith@example.org,Brazil,2024-05-02,Standard,40.51
5352,Kelsey Hernandez,johnsonamber@example.com,United Kingdom,2025-09-13,Standard,57.46
5353,Amber Smith,todd45@example.com,United Kingdom,2026-01-31,Basic,50.08
5354,Richard Moss,shelly04@example.org,Australia,2026-04-07,Basic,29.23
5355,Michael Patterson,bethany16@example.com,Australia,2021-11-18,Standard,160.40
5356,Jeffrey Hall,millercynthia@example.net,France,2021-05-11,Standard,44.19
5357,Amanda Williams,allen47@example.net,Australia,2021-02-08,Basic,60.84
5358,Brenda Sims,matthew40@example.net,United Kingdom,2022-09-20,Standard,51.39
5359,Tammy Cruz,sullivanpatricia@example.net,Canada,2024-07-17,Premium,61.88
5360,Michael Huang,cindy56@example.net,Canada,2024-01-02,Basic,35.24
5361,Justin Powell,knappjeffrey@example.net,Australia,2023-10-15,Premium,34.73
5362,Ray Hendricks,ktaylor@example.com,Japan,2022-04-25,Standard,121.69
5363,Austin Hines,washingtonalexandria@example.org,United States,2024-06-18,Basic,173.67
5364,Shelby Salazar,monica24@example.com,United Kingdom,2021-08-06,Standard,177.16
5365,Patricia Blair,pmorales@example.net,Canada,2025-08-28,Standard,47.39
5366,William Barrera,michael98@example.org,United Kingdom,2023-04-13,Standard,39.98
5367,Adam Johnston,ksimpson@example.com,France,2021-11-28,Standard,42.46
5368,Jo Jones,rodgersbrent@example.net,Germany,2023-08-02,Standard,130.40
5369,Tracy Chung,farleywalter@example.org,Germany,2024-03-08,Basic,42.74
5370,Jamie Rodriguez,walkerandrew@example.net,Netherlands,2025-02-01,Standard,84.62
5371,Gabriel Pennington,andreadiaz@example.org,India,2023-04-29,Standard,82.25
5372,Christopher Bailey,xcowan@example.com,Germany,2023-01-04,Premium,78.29
5373,Jodi Jackson,crodriguez@example.com,United States,2021-05-28,Basic,44.55
5374,Jonathan Reese,kristinraymond@example.net,India,2026-03-20,Basic,35.84
5375,Justin Wagner,tracy50@example.net,Australia,2026-05-25,Standard,131.62
5376,Peter Schroeder,owilson@example.net,Australia,2022-02-16,Basic,60.61
5377,Todd Wilcox,cantubenjamin@example.com,France,2021-12-15,Standard,77.57
5378,Felicia Charles,mary47@example.org,France,2020-04-28,Basic,59.61
5379,Warren Fleming,katie52@example.com,Japan,2024-05-06,Standard,32.51
5380,Monica Wood,carolmoody@example.net,Australia,2025-08-24,Premium,87.01
5381,Tara Meyers,kellermary@example.org,France,2020-01-12,Basic,134.97
5382,Larry Cochran,kingwilliam@example.com,Brazil,2023-02-04,Standard,18.13
5383,Emily Thompson,seanwheeler@example.com,United Kingdom,2025-11-28,Standard,51.92
5384,Diana Lowe,asantiago@example.net,Australia,2020-10-15,Premium,131.87
5385,Caleb Bell,samuel40@example.org,Brazil,2025-05-18,Standard,140.84
5386,Craig Roth,eric55@example.com,United Kingdom,2022-11-10,Basic,161.36
5387,Teresa Roy,fcortez@example.org,Australia,2023-10-05,Standard,45.71
5388,Timothy Harrell,melvin09@example.net,France,2024-05-24,Basic,70.67
5389,Steven Gordon,kendra75@example.org,Netherlands,2024-07-16,Premium,19.49
5390,Melissa Gonzales,dixonjoshua@example.net,India,2022-07-06,Premium,28.13
5391,Andrew Beck,zjones@example.org,Germany,2025-05-14,Standard,84.94
5392,Brittany Harrison,tracymayer@example.net,Germany,2021-07-29,Standard,92.99
5393,Jeremy Le,jwright@example.com,United Kingdom,2024-01-29,Standard,49.02
5394,Rebecca Heath,ncarter@example.com,United States,2021-11-11,Standard,56.04
5395,Nicole Silva,kathryn87@example.net,Australia,2023-04-30,Premium,17.98
5396,Rachel Harris,theresaroberts@example.net,Australia,2020-10-02,Basic,58.86
5397,Sandra Christensen MD,freed@example.org,Germany,2020-07-02,Standard,68.37
5398,Jared Henderson,jenna90@example.net,Japan,2020-09-26,Standard,29.33
5399,Bill Martinez,nlucas@example.org,United States,2023-09-09,Basic,89.72
5400,David Williams,nancywebb@example.net,Germany,2020-03-22,Standard,28.37
5401,Matthew Pope,angelaferguson@example.org,Germany,2020-07-02,Premium,9.31
5402,Robert Moore,huntdaniel@example.com,Germany,2021-10-01,Basic,73.26
5403,Courtney Rice,dtaylor@example.org,France,2022-09-03,Standard,44.44
5404,Stephen Shannon,stephanie11@example.com,United Kingdom,2023-11-23,Premium,48.78
5405,Mr. Brandon Stewart,gstephens@example.com,France,2025-11-09,Standard,34.36
5406,Jason White,smithnicholas@example.com,United Kingdom,2021-06-25,Basic,89.86
5407,Charles Durham,sgomez@example.com,Australia,2024-06-22,Standard,106.23
5408,Lisa Thomas,lisacollins@example.com,Germany,2024-12-12,Basic,158.11
5409,Annette Conner,daniel82@example.com,Canada,2026-03-01,Basic,72.54
5410,Joseph Johnson,matthewmoses@example.org,Netherlands,2022-12-07,Basic,64.53
5411,Alicia Taylor,michelle99@example.com,Australia,2026-06-15,Premium,57.56
5412,Catherine Blanchard,johnsonyolanda@example.com,Netherlands,2023-08-25,Standard,160.66
5413,Mrs. Kristen Farmer,xbarnes@example.org,United Kingdom,2023-04-24,Standard,51.29
5414,Craig Fox,danielwilliams@example.org,India,2025-12-20,Standard,114.36
5415,Chloe Smith,rmiller@example.org,Japan,2023-06-07,Premium,30.74
5416,Cassandra Flynn,anthonywilliams@example.net,United Kingdom,2026-07-15,Standard,54.21
5417,Katherine Palmer,lsmith@example.net,Brazil,2022-08-30,Standard,55.99
5418,Sarah Jensen,patricia79@example.net,Brazil,2024-04-03,Standard,56.40
5419,Gary Thompson,hallsteven@example.net,Brazil,2026-04-21,Standard,134.55
5420,Tracey Murphy,geraldandrews@example.net,Brazil,2023-09-22,Standard,43.21
5421,Michael Singleton,rodriguezbrittany@example.net,Brazil,2022-12-27,Basic,60.17
5422,Katie Morales,tracy54@example.org,Australia,2024-09-30,Basic,43.07
5423,John Soto,michael47@example.net,Canada,2021-07-30,Basic,47.84
5424,Jason George,jilladams@example.com,Japan,2024-06-24,Basic,12.54
5425,Mariah Ramirez,timothybell@example.net,Canada,2020-04-03,Standard,68.15
5426,Shannon Porter,amy87@example.com,France,2021-08-07,Standard,53.93
5427,Cole Wallace,ncosta@example.net,Germany,2023-06-02,Premium,46.48
5428,Wendy Mann,codykoch@example.org,Germany,2021-10-10,Standard,38.55
5429,Jade Fisher,campbelljason@example.org,United States,2023-06-16,Premium,45.22
5430,Jared Davis,hbaker@example.org,Brazil,2025-08-04,Basic,18.11
5431,Samuel Graham,vanessasellers@example.com,United States,2022-10-20,Basic,41.81
5432,Angela Hughes,lisareyes@example.net,United States,2023-07-27,Standard,65.00
5433,James Carter,david66@example.org,Japan,2024-12-06,Premium,29.24
5434,Jerry Guzman,jamessmith@example.com,Canada,2026-08-11,Premium,34.64
5435,Lindsey Walsh,leslie40@example.com,Germany,2025-10-22,Basic,57.28
5436,Ryan Sherman,anthony19@example.net,United Kingdom,2023-03-05,Standard,33.89
5437,Robert Cuevas,robert73@example.net,Japan,2022-12-14,Basic,61.22
5438,Christopher Rodriguez,carly17@example.com,Canada,2023-06-19,Standard,77.66
5439,Jamie Gamble,hernandezjacob@example.net,India,2024-04-15,Basic,49.83
5440,Edward Jackson,sandersmark@example.com,United States,2024-07-26,Standard,71.94
5441,Matthew Carpenter,michaelgriffin@example.com,Germany,2020-04-19,Standard,54.79
5442,Micheal Shields,thomas75@example.org,Brazil,2024-08-25,Standard,286.79
5443,William Stewart,rbenson@example.com,Netherlands,2021-06-15,Basic,199.22
5444,Sarah Warren,hacevedo@example.net,Germany,2025-04-17,Basic,96.17
5445,Wesley Stewart,moralesjessica@example.org,France,2021-11-13,Standard,94.69
5446,Christopher Miles,davisjonathan@example.net,Canada,2023-07-29,Premium,29.94
5447,Thomas Mcconnell,virginia46@example.com,United States,2021-03-03,Basic,40.03
5448,Stacey Baker,vjones@example.com,United Kingdom,2020-09-09,Basic,57.85
5449,Tony Pena,flemingrichard@example.com,Australia,2022-12-29,Standard,131.41
5450,Bryan Hooper,thomas03@example.com,United Kingdom,2022-02-07,Standard,76.12
5451,James Clark,fitzpatrickrichard@example.org,France,2021-07-01,Basic,59.34
5452,Daniel Davis,wilsonemily@example.com,Germany,2023-08-01,Standard,108.83
5453,Julie James,gibsonanthony@example.org,France,2026-06-26,Standard,97.54
5454,Mary Christian,bgreen@example.org,Brazil,2025-06-18,Standard,51.04
5455,Steven Kim,kelly26@example.net,Australia,2024-11-04,Standard,47.49
5456,Christine Farmer,melissajones@example.com,Australia,2026-03-09,Basic,55.56
5457,Dawn Lutz,kevinguerrero@example.org,Netherlands,2021-09-24,Basic,143.93
5458,Paul Thomas,natalie66@example.org,Brazil,2022-04-19,Basic,54.92
5459,Sonya Martinez,stephaniebrown@example.com,France,2022-12-19,Premium,49.30
5461,Thomas Henderson,corey59@example.org,Australia,2021-11-19,Basic,85.89
5462,Cole Schaefer,dylan74@example.com,France,2022-05-12,Basic,33.84
5463,Emily Jordan,pottskaren@example.com,United States,2020-11-30,Standard,94.69
5464,Cindy Baird,debbie41@example.org,Canada,2024-09-14,Standard,36.37
5465,Natalie Clarke,velazquezdarlene@example.com,Japan,2024-09-11,Premium,25.37
5466,Sarah Williams,shermanalexander@example.com,United States,2020-11-21,Basic,79.16
5467,Jodi Bennett,knichols@example.net,Germany,2021-12-10,Standard,53.23
5468,Mrs. Melissa Morris,grantkatie@example.org,Germany,2023-02-02,Standard,83.93
5469,Derek Walker,danielle74@example.com,Netherlands,2025-03-27,Basic,57.66
5470,Brandon Simmons,wwright@example.net,Japan,2023-04-09,Standard,17.40
5471,Sarah Webb,eric53@example.org,Brazil,2022-09-03,Standard,24.14
5472,Bradley Adkins,brandon09@example.org,Germany,2022-01-15,Standard,89.59
5473,Mathew Rojas,christine89@example.net,Japan,2025-06-16,Premium,27.81
5474,Teresa Johnson,gary05@example.net,Japan,2026-05-13,Basic,24.30
5475,Derek Blair,timothy92@example.net,Brazil,2024-12-16,Basic,49.70
5476,Natalie Obrien,dsanders@example.com,United Kingdom,2022-07-01,Basic,42.80
5477,Kyle Hensley,keithsimmons@example.net,Netherlands,2026-07-02,Basic,64.53
5478,Rachel Thompson,burnettjennifer@example.net,Canada,2024-10-11,Standard,61.50
5479,Kim Fitzgerald,nhunt@example.org,Australia,2025-07-03,Standard,167.51
5480,Brittany Contreras,longlauren@example.org,United Kingdom,2024-04-04,Premium,115.01
5481,Julian Osborne,stevensbrandi@example.net,Brazil,2025-02-02,Premium,12.38
5482,John Taylor,jasonsosa@example.org,Brazil,2021-12-05,Premium,51.18
5483,Hailey Sherman,summersjeanette@example.org,Canada,2024-03-02,Standard,17.57
5484,Brian Hanna,lmartinez@example.net,Australia,2025-09-04,Basic,39.69
5485,Kathleen Thomas,lopezkylie@example.com,United Kingdom,2025-06-12,Standard,31.31
5486,Richard Lowe,debra37@example.com,Brazil,2025-11-20,Premium,81.35
5487,Jeffrey Allen,jennifer09@example.com,United States,2025-07-05,Standard,105.90
5488,Ana Fletcher,xgreen@example.net,United States,2024-10-21,Premium,117.20
5489,Tyler Leon,douglas05@example.net,France,2025-07-19,Basic,16.46
5490,Laura Howard,stephaniemckee@example.org,United Kingdom,2021-04-23,Standard,40.71
5491,Jennifer Powers,zsnyder@example.net,Brazil,2022-09-02,Basic,58.08
5492,Daniel Griffith,tracystevens@example.com,Brazil,2021-12-17,Standard,62.26
5493,Charles Allen,hendersonerin@example.org,Germany,2025-01-27,Standard,37.54
5494,Daniel Rodriguez,garciapamela@example.org,France,2020-05-04,Basic,117.50
5495,Sean Sullivan,xmurphy@example.net,United Kingdom,2020-12-17,Standard,57.37
5496,Rodney Martinez,stephanie41@example.org,Brazil,2020-10-17,Standard,145.90
5497,Mr. Paul Tanner,melissaescobar@example.net,Germany,2021-01-14,Standard,34.18
5498,Christine Guerra,xbrown@example.net,United Kingdom,2025-05-21,Standard,31.45
5499,Kristina Gonzales,wrightalexander@example.net,United Kingdom,2025-08-30,Standard,85.70
5500,Ashley Cabrera,timothyjackson@example.org,Brazil,2021-05-30,Standard,78.34
5501,Zachary Carlson,donaldbanks@example.net,France,2025-08-20,Basic,24.18
5502,Timothy Kirby,gjones@example.net,France,2022-01-15,Standard,24.95
5503,Regina Fernandez,joseph98@example.net,France,2021-07-26,Basic,180.30
5504,Patrick Hall,seanramirez@example.net,India,2022-06-09,Premium,15.29
5505,David Adams,davislaura@example.com,Australia,2022-10-02,Standard,84.15
5506,Scott Khan,kevindiaz@example.com,Canada,2020-11-03,Standard,93.79
5507,Tony Stone,smithrobin@example.com,United States,2025-09-01,Premium,22.74
5508,Peggy Johnson,sallyarnold@example.org,Brazil,2020-12-03,Standard,51.53
5509,Amy Arias PhD,annettereese@example.net,United States,2023-04-27,Basic,40.81
5510,Kaylee Doyle,travis98@example.org,Netherlands,2025-09-06,Standard,38.93
5511,Ariel Henson,stevengay@example.com,Japan,2023-07-06,Standard,41.41
5512,Jason Snow,javierjohnson@example.org,United Kingdom,2025-05-16,Standard,90.02
5513,Taylor Davis,newmanelaine@example.com,Netherlands,2022-07-19,Basic,19.37
5514,Leslie Rogers MD,higginsheidi@example.org,India,2024-06-19,Standard,54.82
5515,Anthony Freeman,tracybarber@example.org,Canada,2022-04-27,Standard,172.35
5516,Mr. Daniel Perry,kaufmanalan@example.org,United States,2021-09-10,Standard,25.86
5517,Mrs. Beverly Woods,natashakemp@example.com,Japan,2024-10-05,Premium,52.29
5518,Elizabeth Evans,myersmaria@example.com,Germany,2024-12-30,Standard,27.10
5519,Tammy Brown,sarah32@example.com,Brazil,2021-11-05,Premium,207.84
5520,Allison Moran,ilandry@example.net,United Kingdom,2023-01-28,Premium,41.35
5521,Barbara Johnson,patrickherman@example.com,United Kingdom,2024-01-04,Standard,16.14
5522,Gregory Dunn,vhatfield@example.net,Germany,2021-12-17,Standard,57.76
5523,Thomas Medina,boonelee@example.net,Canada,2024-08-18,Premium,69.15
5524,Frank Murphy,zryan@example.net,United States,2021-01-08,Premium,125.88
5525,Penny Holloway,vduarte@example.net,India,2026-07-13,Standard,143.11
5526,Debbie House,lbaker@example.org,India,2026-02-14,Standard,72.38
5527,Dr. Adam Cobb,rebecca55@example.com,United States,2020-02-26,Basic,36.29
5528,Lindsay Carlson,wilsonphillip@example.com,Germany,2020-11-09,Standard,34.50
5529,David Burton,austinpollard@example.org,United Kingdom,2024-11-06,Basic,27.14
5530,John Duncan,morgan58@example.org,United States,2021-09-08,Basic,82.31
5531,David Cherry,krista46@example.com,Japan,2020-12-22,Standard,59.80
5532,Jason Sweeney,williamskelly@example.org,Australia,2020-03-30,Basic,68.79
5533,Walter Pacheco,cindy68@example.org,Japan,2020-03-03,Standard,48.56
5534,Kristen Jacobs DVM,george60@example.com,India,2022-11-11,Standard,126.95
5535,Bradley Lee,ucoleman@example.com,Brazil,2021-11-06,Basic,95.91
5536,William Rodriguez,hortoncarrie@example.net,United States,2024-04-15,Standard,43.14
5537,Jacqueline Hawkins,sparkspatrick@example.org,Germany,2024-02-01,Basic,41.69
5538,Brian Bentley,richardsonmark@example.org,Netherlands,2024-11-12,Standard,31.42
5539,Mark Sutton,eparrish@example.com,Brazil,2025-04-24,Standard,43.44
5540,Sherry Cardenas,eavery@example.net,Canada,2023-12-05,Standard,35.00
5541,Brooke Wright,garretthannah@example.org,Netherlands,2025-01-08,Basic,36.05
5542,Victor Garcia,dmorales@example.org,United Kingdom,2024-06-23,Standard,53.64
5543,Jacob Vaughan,samantha46@example.net,Australia,2021-01-19,Standard,116.38
5544,Cathy Kline,johnparker@example.net,Australia,2022-05-20,Basic,35.69
5545,Mackenzie Nelson,delacruzmelissa@example.org,Germany,2021-10-31,Standard,79.81
5546,Mitchell Werner,katrina92@example.net,Netherlands,2026-01-23,Premium,62.49
5547,Susan Johnston,robbinsjoseph@example.com,Canada,2023-12-19,Standard,104.31
5548,Gerald Hodges,andrew09@example.net,India,2020-06-16,Basic,27.34
5549,Donna Figueroa,penny39@example.org,United Kingdom,2025-01-08,Standard,73.36
5550,Karen Wade,pcastro@example.com,Brazil,2024-01-14,Premium,32.76
5551,Daniel Schmidt,qbarnes@example.net,Netherlands,2021-08-03,Premium,40.77
5552,Sarah Gibson,john25@example.org,Canada,2020-09-17,Premium,79.30
5553,Jeremy Roman,imartinez@example.net,Brazil,2022-03-25,Premium,121.74
5554,Angela Martinez,zcoleman@example.org,Australia,2026-05-27,Standard,68.96
5555,Kenneth Wong,patriciamartin@example.com,France,2021-07-01,Premium,86.11
5556,Timothy Smith DDS,danielgraham@example.net,Japan,2021-05-19,Standard,19.87
5557,Allison Brooks,cwalton@example.com,Canada,2025-06-30,Standard,34.60
5558,Megan Baird,ngross@example.net,United Kingdom,2024-07-11,Standard,19.55
5559,Karen Olson,twilliams@example.com,United States,2023-03-08,Standard,27.95
5560,Julie Schaefer,nelsonmichael@example.com,United Kingdom,2021-11-04,Premium,94.76
5561,Bradley Richardson,tanyaferrell@example.net,France,2022-06-16,Standard,46.88
5562,Lisa Dean,jonathan40@example.net,Netherlands,2020-09-16,Standard,22.66
5563,Mark Henry,stephen52@example.com,United Kingdom,2020-10-25,Standard,42.46
5564,George Caldwell,sarah84@example.com,France,2022-01-26,Basic,46.64
5565,David Morgan,wmyers@example.net,Brazil,2026-07-23,Premium,61.53
5566,Dr. Tiffany Deleon DDS,teresa05@example.org,United States,2023-04-20,Standard,77.46
5567,Michelle Hampton,thomasgross@example.org,Brazil,2023-07-08,Standard,37.25
5568,Kristie Brown,uprice@example.net,United Kingdom,2022-08-14,Standard,26.89
5569,Jason Henderson,mckenzie26@example.com,Japan,2025-10-27,Basic,157.52
5570,Shaun Baker,frenchjacob@example.com,Canada,2026-05-18,Basic,30.40
5571,Isaac Brown,darlenetownsend@example.com,Canada,2026-06-29,Premium,46.90
5572,Danny Simpson,zmorrison@example.org,Netherlands,2024-06-15,Premium,162.72
5573,Brian Chaney,qbecker@example.org,Brazil,2024-12-19,Premium,70.35
5574,Gene Bond,willisperry@example.net,India,2023-07-31,Premium,54.42
5575,Andrew Price,vlang@example.net,Netherlands,2023-03-04,Premium,78.16
5576,Mario Thomas,baileychloe@example.net,Netherlands,2023-01-15,Basic,31.27
5577,Daniel Horn,mendozabrandon@example.net,Brazil,2023-02-10,Standard,25.31
5578,Randy Evans,mallory90@example.org,Brazil,2023-12-01,Premium,33.84
5579,Richard Hanson,mariereynolds@example.net,Netherlands,2020-05-16,Standard,140.61
5580,Margaret Velez,arnoldchristopher@example.com,Canada,2023-07-29,Basic,112.87
5581,Jennifer Baker,wilsonheather@example.net,India,2023-09-22,Premium,31.02
